 written on  7Feb2023 at 15:05:04 
           4
          93
    4    6    2    2    2    1    2    2    1    1    2    6    2    2    2
    6    2    2    4    1    1    1    4    1    1    1    1    2    1    1
    1    2    2    1    1    2    4    2    1    2    1    1    1    1    2
    1    1    1    2    1    1    1    1    2    1    2    4    2    1    1
    2    2    1    1    1    2    1    1    1    1    4    1    1    1    4
    2    2    6    2    2    2    6    2    1    1    2    2    1    2    2
    2    6    4
    1    1    0    3    3    0.003619    0.000000
    1    1    0    4    3   -0.001897   -0.000000
    1    1    0    1    4    0.001975   -0.000000
    1    1    0    2    4    0.000279    0.000000
    1    1    0    3    4    0.000868    0.000000
    1    1    0    4    4   -0.007261    0.000000
    1    1    1    1    1    0.005487    0.000000
    1    1    1    2    1   -0.001435   -0.000000
    1    1    1    3    1   -0.001435   -0.000000
    1    1    1    4    1   -0.001435   -0.000000
    1    1    1    1    2   -0.001435    0.000000
    1    1    1    2    2    0.005487   -0.000000
    1    1    1    3    2   -0.001435   -0.000000
    1    1    1    4    2   -0.001435   -0.000000
    1    1    1    1    3   -0.001435   -0.000000
    1    1    1    2    3   -0.001435   -0.000000
    1    1    1    3    3    0.005487   -0.000000
    1    1    1    4    3   -0.001435   -0.000000
    1    1    1    1    4   -0.001435    0.000000
    1    1    1    2    4   -0.001435    0.000000
    1    1    1    3    4   -0.001435    0.000000
    1    1    1    4    4    0.005487    0.000000
    1    2   -2    1    1   -0.001770   -0.000000
    1    2   -2    2    1   -0.000854   -0.000000
    1    2   -2    3    1    0.003612   -0.000000
    1    2   -2    4    1    0.000868    0.000000
    1    2   -2    1    2    0.000868   -0.000000
    1    2   -2    2    2    0.001916    0.000000
    1    2   -2    3    2    0.000868    0.000000
    1    2   -2    4    2   -0.001876   -0.000000
    1    2   -2    1    3    0.003612    0.000000
    1    2   -2    2    3   -0.000854   -0.000000
    1    2   -2    3    3   -0.001770    0.000000
    1    2   -2    4    3    0.000868   -0.000000
    1    2   -2    1    4   -0.000854    0.000000
    1    2   -2    2    4   -0.000986    0.000000
    1    2   -2    3    4   -0.000854    0.000000
    1    2   -2    4    4    0.001916   -0.000000
    1    2   -1    1    1   -0.001770   -0.000000
    1    2   -1    2    1    0.003612    0.000000
    1    2   -1    3    1   -0.000854    0.000000
    1    2   -1    4    1    0.000868   -0.000000
    1    2   -1    1    2    0.003612   -0.000000
    1    2   -1    2    2   -0.001770    0.000000
    1    2   -1    3    2   -0.000854    0.000000
    1    2   -1    4    2    0.000868   -0.000000
    1    2   -1    1    3    0.000868   -0.000000
    1    2   -1    2    3    0.000868   -0.000000
    1    2   -1    3    3    0.001916   -0.000000
    1    2   -1    4    3   -0.001876   -0.000000
    1    2   -1    1    4   -0.000854    0.000000
    1    2   -1    2    4   -0.000854    0.000000
    1    2   -1    3    4   -0.000986    0.000000
    1    2   -1    4    4    0.001916    0.000000
    2   -2   -2    1    1    0.003169   -0.000000
    2   -2   -2    2    1   -0.000986    0.000000
    2   -2   -2    3    1   -0.000986    0.000000
    2   -2   -2    4    1   -0.000986   -0.000000
    2   -2   -2    1    2   -0.000986   -0.000000
    2   -2   -2    2    2    0.003169   -0.000000
    2   -2   -2    3    2   -0.000986    0.000000
    2   -2   -2    4    2   -0.000986   -0.000000
    2   -2   -2    1    3   -0.000986   -0.000000
    2   -2   -2    2    3   -0.000986   -0.000000
    2   -2   -2    3    3    0.003169    0.000000
    2   -2   -2    4    3   -0.000986   -0.000000
    2   -2   -2    1    4   -0.000986    0.000000
    2   -2   -2    2    4   -0.000986    0.000000
    2   -2   -2    3    4   -0.000986    0.000000
    2   -2   -2    4    4    0.003169    0.000000
    2   -2   -1    1    1   -0.001770   -0.000000
    2   -2   -1    2    1    0.000868    0.000000
    2   -2   -1    3    1   -0.000854    0.000000
    2   -2   -1    4    1    0.003612   -0.000000
    2   -2   -1    1    2   -0.000854   -0.000000
    2   -2   -1    2    2    0.001916    0.000000
    2   -2   -1    3    2   -0.000986    0.000000
    2   -2   -1    4    2   -0.000854    0.000000
    2   -2   -1    1    3    0.000868   -0.000000
    2   -2   -1    2    3   -0.001876   -0.000000
    2   -2   -1    3    3    0.001916    0.000000
    2   -2   -1    4    3    0.000868   -0.000000
    2   -2   -1    1    4    0.003612   -0.000000
    2   -2   -1    2    4    0.000868   -0.000000
    2   -2   -1    3    4   -0.000854    0.000000
    2   -2   -1    4    4   -0.001770    0.000000
    2   -2    0    1    1    0.098513   -0.000000
    2   -2    0    2    1    0.001975   -0.000000
    2   -2    0    3    1    0.001975    0.000000
    2   -2    0    4    1   -0.144445   -0.000000
    2   -2    0    1    2    0.001975    0.000000
    2   -2    0    2    2   -0.001748   -0.000000
    2   -2    0    3    2   -0.001876    0.000000
    2   -2    0    4    2    0.001975    0.000000
    2   -2    0    1    3    0.001975   -0.000000
    2   -2    0    2    3   -0.001876   -0.000000
    2   -2    0    3    3   -0.001748    0.000000
    2   -2    0    4    3    0.001975   -0.000000
    2   -2    0    1    4   -0.144445    0.000000
    2   -2    0    2    4    0.001975   -0.000000
    2   -2    0    3    4    0.001975    0.000000
    2   -2    0    4    4    0.098513    0.000000
    2   -2    1    1    1   -0.001770    0.000000
    2   -2    1    2    1   -0.000854    0.000000
    2   -2    1    3    1    0.000868    0.000000
    2   -2    1    4    1    0.003612    0.000000
    2   -2    1    1    2    0.000868   -0.000000
    2   -2    1    2    2    0.001916   -0.000000
    2   -2    1    3    2   -0.001876    0.000000
    2   -2    1    4    2    0.000868    0.000000
    2   -2    1    1    3   -0.000854   -0.000000
    2   -2    1    2    3   -0.000986   -0.000000
    2   -2    1    3    3    0.001916   -0.000000
    2   -2    1    4    3   -0.000854   -0.000000
    2   -2    1    1    4    0.003612    0.000000
    2   -2    1    2    4   -0.000854   -0.000000
    2   -2    1    3    4    0.000868    0.000000
    2   -2    1    4    4   -0.001770   -0.000000
    2   -2    2    1    1    0.003169   -0.000000
    2   -2    2    2    1   -0.000986    0.000000
    2   -2    2    3    1   -0.000986    0.000000
    2   -2    2    4    1   -0.000986   -0.000000
    2   -2    2    1    2   -0.000986   -0.000000
    2   -2    2    2    2    0.003169   -0.000000
    2   -2    2    3    2   -0.000986    0.000000
    2   -2    2    4    2   -0.000986   -0.000000
    2   -2    2    1    3   -0.000986   -0.000000
    2   -2    2    2    3   -0.000986   -0.000000
    2   -2    2    3    3    0.003169    0.000000
    2   -2    2    4    3   -0.000986   -0.000000
    2   -2    2    1    4   -0.000986    0.000000
    2   -2    2    2    4   -0.000986    0.000000
    2   -2    2    3    4   -0.000986    0.000000
    2   -2    2    4    4    0.003169   -0.000000
    2   -1   -2    1    1    0.001916   -0.000000
    2   -1   -2    2    1   -0.001876    0.000000
    2   -1   -2    3    1    0.000868   -0.000000
    2   -1   -2    4    1    0.000868    0.000000
    2   -1   -2    1    2   -0.000986   -0.000000
    2   -1   -2    2    2    0.001916   -0.000000
    2   -1   -2    3    2   -0.000854    0.000000
    2   -1   -2    4    2   -0.000854   -0.000000
    2   -1   -2    1    3   -0.000854   -0.000000
    2   -1   -2    2    3    0.000868    0.000000
    2   -1   -2    3    3   -0.001770    0.000000
    2   -1   -2    4    3    0.003612    0.000000
    2   -1   -2    1    4   -0.000854    0.000000
    2   -1   -2    2    4    0.000868    0.000000
    2   -1   -2    3    4    0.003612   -0.000000
    2   -1   -2    4    4   -0.001770    0.000000
    2   -1   -1    1    1   -0.007261    0.000000
    2   -1   -1    2    1   -0.001897    0.000000
    2   -1   -1    3    1    0.001975    0.000000
    2   -1   -1    4    1    0.013130    0.000000
    2   -1   -1    1    2    0.000868   -0.000000
    2   -1   -1    2    2    0.003619   -0.000000
    2   -1   -1    3    2    0.000868    0.000000
    2   -1   -1    4    2   -0.012782   -0.000000
    2   -1   -1    1    3    0.001975   -0.000000
    2   -1   -1    2    3   -0.001897   -0.000000
    2   -1   -1    3    3   -0.007261    0.000000
    2   -1   -1    4    3    0.013130    0.000000
    2   -1   -1    1    4    0.000279   -0.000000
    2   -1   -1    2    4   -0.001435   -0.000000
    2   -1   -1    3    4    0.000279   -0.000000
    2   -1   -1    4    4    0.006001   -0.000000
    2   -1    0    1    1   -0.007261   -0.000000
    2   -1    0    2    1    0.001975    0.000000
    2   -1    0    3    1   -0.001897    0.000000
    2   -1    0    4    1    0.013130   -0.000000
    2   -1    0    1    2    0.001975   -0.000000
    2   -1    0    2    2   -0.007261   -0.000000
    2   -1    0    3    2   -0.001897    0.000000
    2   -1    0    4    2    0.013130    0.000000
    2   -1    0    1    3    0.000868   -0.000000
    2   -1    0    2    3    0.000868    0.000000
    2   -1    0    3    3    0.003619    0.000000
    2   -1    0    4    3   -0.012782    0.000000
    2   -1    0    1    4    0.000279    0.000000
    2   -1    0    2    4    0.000279   -0.000000
    2   -1    0    3    4   -0.001435    0.000000
    2   -1    0    4    4    0.006001    0.000000
    2   -1    1    1    1    0.001916    0.000000
    2   -1    1    2    1    0.000868   -0.000000
    2   -1    1    3    1   -0.001876    0.000000
    2   -1    1    4    1    0.000868   -0.000000
    2   -1    1    1    2   -0.000854   -0.000000
    2   -1    1    2    2   -0.001770   -0.000000
    2   -1    1    3    2    0.000868    0.000000
    2   -1    1    4    2    0.003612   -0.000000
    2   -1    1    1    3   -0.000986   -0.000000
    2   -1    1    2    3   -0.000854    0.000000
    2   -1    1    3    3    0.001916    0.000000
    2   -1    1    4    3   -0.000854   -0.000000
    2   -1    1    1    4   -0.000854    0.000000
    2   -1    1    2    4    0.003612    0.000000
    2   -1    1    3    4    0.000868   -0.000000
    2   -1    1    4    4   -0.001770   -0.000000
    2    0   -2    1    1   -0.001748   -0.000000
    2    0   -2    2    1   -0.001876    0.000000
    2    0   -2    3    1    0.001975    0.000000
    2    0   -2    4    1    0.001975    0.000000
    2    0   -2    1    2   -0.001876   -0.000000
    2    0   -2    2    2   -0.001748    0.000000
    2    0   -2    3    2    0.001975    0.000000
    2    0   -2    4    2    0.001975    0.000000
    2    0   -2    1    3    0.001975   -0.000000
    2    0   -2    2    3    0.001975   -0.000000
    2    0   -2    3    3    0.098513   -0.000000
    2    0   -2    4    3   -0.144445    0.000000
    2    0   -2    1    4    0.001975   -0.000000
    2    0   -2    2    4    0.001975   -0.000000
    2    0   -2    3    4   -0.144445   -0.000000
    2    0   -2    4    4    0.098513    0.000000
    2    0   -1    1    1    0.003619    0.000000
    2    0   -1    2    1    0.000868   -0.000000
    2    0   -1    3    1    0.000868    0.000000
    2    0   -1    4    1   -0.012782   -0.000000
    2    0   -1    1    2   -0.001897   -0.000000
    2    0   -1    2    2   -0.007261   -0.000000
    2    0   -1    3    2    0.001975    0.000000
    2    0   -1    4    2    0.013130    0.000000
    2    0   -1    1    3   -0.001897   -0.000000
    2    0   -1    2    3    0.001975   -0.000000
    2    0   -1    3    3   -0.007261    0.000000
    2    0   -1    4    3    0.013130    0.000000
    2    0   -1    1    4   -0.001435    0.000000
    2    0   -1    2    4    0.000279    0.000000
    2    0   -1    3    4    0.000279    0.000000
    2    0   -1    4    4    0.006001   -0.000000
    2    0    0    1    1   -0.001748   -0.000000
    2    0    0    2    1    0.001975   -0.000000
    2    0    0    3    1   -0.001876    0.000000
    2    0    0    4    1    0.001975    0.000000
    2    0    0    1    2    0.001975    0.000000
    2    0    0    2    2    0.098513   -0.000000
    2    0    0    3    2    0.001975    0.000000
    2    0    0    4    2   -0.144445    0.000000
    2    0    0    1    3   -0.001876   -0.000000
    2    0    0    2    3    0.001975   -0.000000
    2    0    0    3    3   -0.001748   -0.000000
    2    0    0    4    3    0.001975   -0.000000
    2    0    0    1    4    0.001975   -0.000000
    2    0    0    2    4   -0.144445   -0.000000
    2    0    0    3    4    0.001975    0.000000
    2    0    0    4    4    0.098513   -0.000000
    2    1   -2    1    1    0.001916    0.000000
    2    1   -2    2    1   -0.000986    0.000000
    2    1   -2    3    1   -0.000854    0.000000
    2    1   -2    4    1   -0.000854   -0.000000
    2    1   -2    1    2   -0.001876   -0.000000
    2    1   -2    2    2    0.001916    0.000000
    2    1   -2    3    2    0.000868   -0.000000
    2    1   -2    4    2    0.000868   -0.000000
    2    1   -2    1    3    0.000868    0.000000
    2    1   -2    2    3   -0.000854   -0.000000
    2    1   -2    3    3   -0.001770   -0.000000
    2    1   -2    4    3    0.003612    0.000000
    2    1   -2    1    4    0.000868   -0.000000
    2    1   -2    2    4   -0.000854    0.000000
    2    1   -2    3    4    0.003612   -0.000000
    2    1   -2    4    4   -0.001770   -0.000000
    2    1   -1    1    1    0.001916   -0.000000
    2    1   -1    2    1   -0.000854    0.000000
    2    1   -1    3    1   -0.000986    0.000000
    2    1   -1    4    1   -0.000854   -0.000000
    2    1   -1    1    2    0.000868    0.000000
    2    1   -1    2    2   -0.001770    0.000000
    2    1   -1    3    2   -0.000854   -0.000000
    2    1   -1    4    2    0.003612   -0.000000
    2    1   -1    1    3   -0.001876   -0.000000
    2    1   -1    2    3    0.000868   -0.000000
    2    1   -1    3    3    0.001916   -0.000000
    2    1   -1    4    3    0.000868    0.000000
    2    1   -1    1    4    0.000868    0.000000
    2    1   -1    2    4    0.003612    0.000000
    2    1   -1    3    4   -0.000854    0.000000
    2    1   -1    4    4   -0.001770    0.000000
    2    2   -2    1    1    0.003169   -0.000000
    2    2   -2    2    1   -0.000986    0.000000
    2    2   -2    3    1   -0.000986    0.000000
    2    2   -2    4    1   -0.000986   -0.000000
    2    2   -2    1    2   -0.000986   -0.000000
    2    2   -2    2    2    0.003169   -0.000000
    2    2   -2    3    2   -0.000986    0.000000
    2    2   -2    4    2   -0.000986   -0.000000
    2    2   -2    1    3   -0.000986   -0.000000
    2    2   -2    2    3   -0.000986   -0.000000
    2    2   -2    3    3    0.003169    0.000000
    2    2   -2    4    3   -0.000986   -0.000000
    2    2   -2    1    4   -0.000986    0.000000
    2    2   -2    2    4   -0.000986    0.000000
    2    2   -2    3    4   -0.000986    0.000000
    2    2   -2    4    4    0.003169   -0.000000
    3   -1   -1    1    1    0.005487   -0.000000
    3   -1   -1    2    1   -0.001435   -0.000000
    3   -1   -1    3    1   -0.001435    0.000000
    3   -1   -1    4    1   -0.001435   -0.000000
    3   -1   -1    1    2   -0.001435    0.000000
    3   -1   -1    2    2    0.005487    0.000000
    3   -1   -1    3    2   -0.001435    0.000000
    3   -1   -1    4    2   -0.001435   -0.000000
    3   -1   -1    1    3   -0.001435    0.000000
    3   -1   -1    2    3   -0.001435    0.000000
    3   -1   -1    3    3    0.005487    0.000000
    3   -1   -1    4    3   -0.001435   -0.000000
    3   -1   -1    1    4   -0.001435    0.000000
    3   -1   -1    2    4   -0.001435    0.000000
    3   -1   -1    3    4   -0.001435    0.000000
    3   -1   -1    4    4    0.005487   -0.000000
